200 833 35160
50 246 238.888 210.163
49 252 275.396 21.71
50 252 226.554 4.45918
49 256 330.447 211.429
50 256 291.879 211.148
49 261 317.569 131.825
50 261 276.116 129.024
49 273 219.91 44.9898
50 273 160.945 15.1134
49 287 184.269 174.709
50 287 113.894 161.231
49 299 383.081 185.855
50 299 342.932 188.365
49 336 209.572 230.327
50 336 149.463 228.71
49 374 364.025 169.961
50 374 324.434 171.81
49 414 278.914 154.54
50 414 236.638 148.464
49 429 374.286 179.189
50 429 334.544 181.456
49 437 118.932 218.675
50 437 9.29189 211.813
49 444 364.899 105.652
50 444 324.543 109.268
49 452 437.502 107.186
50 452 387.997 120.089
49 468 442.887 86.1067
50 468 392.35 101.799
49 481 278.494 207.244
50 481 234.404 204.865
49 482 305.08 163.76
50 482 262.481 160.651
49 484 481.22 164.887
50 484 423.254 175.059
49 498 180.694 159.846
50 498 105.696 142.692
49 500 141.919 179.939
50 500 47.4309 163.164
49 540 281.091 142.443
50 540 238.017 135.714
49 560 507.555 192.468
50 560 442.977 199.925
49 565 475.167 238.426
50 565 419.269 238.632
49 566 394.132 237.13
50 566 352.955 237.295
49 584 353.322 213.174
50 584 315.423 213.597
49 597 585.66 153.268
50 597 494.772 171.835
49 620 373.315 110.653
50 620 333.354 115.326
49 638 454.513 201.543
50 638 403.509 205.895
49 651 533.279 136.231
50 651 460.62 154.546
49 665 419.26 205.303
50 665 374.651 208.127
49 673 295.931 236.335
50 673 254.692 236.149
49 722 467.902 154.809
50 722 414.027 165.434
49 731 490.329 198.323
50 731 427.712 204.229
49 743 338.592 197.706
50 743 299.311 197.657
49 745 403.458 165.762
50 745 360.853 170.683
49 763 450.72 146.215
50 763 400.046 156.496
49 775 328.685 169.269
50 775 290.899 168.466
49 782 183.748 233.904
50 782 113.435 232.641
49 791 341.014 129.508
50 791 301.427 129.656
49 801 315.003 189.719
50 801 276.343 188.349
49 818 372.93 199.472
50 818 334.03 200.943
49 855 401.693 152.425
50 855 359.389 158.084
49 918 607.656 213.74
50 918 506.677 219.73
49 925 476.633 176.936
50 925 420.712 185.266
49 931 493.893 161.292
50 931 433.047 172.782
49 943 302.029 231.791
50 943 262.609 231.443
49 949 226.255 232.511
50 949 171.073 231.441
49 961 473.39 136.101
50 961 417.775 149.517
50 23 519.499 156.793
51 23 451.487 170.617
50 26 468.175 157.85
51 26 413.739 168.089
50 35 473.159 138.167
51 35 413.894 151.095
50 38 618.553 74.9692
51 38 513.161 113.772
50 48 449.185 152.562
51 48 399.353 162.048
50 56 370.821 135.873
51 56 329.315 139.268
50 69 298.247 181.885
51 69 256.513 179.086
50 116 564.779 227.016
51 116 481.258 229.603
50 118 387.248 164.901
51 118 345.931 168.662
50 137 219.383 195.042
51 137 162.723 188.189
50 138 534.95 228.243
51 138 461.327 230.329
50 141 175.867 115.816
51 141 100.608 88.4278
50 182 321.088 231.103
51 182 282.661 230.923
50 242 503.75 156.87
51 242 440.62 169.671
50 246 238.888 210.163
51 246 188.089 206.449
50 256 291.879 211.148
51 256 250.727 209.555
50 261 276.116 129.024
51 261 230.111 120.532
50 277 578.35 161.061
51 277 490.344 177.559
50 287 113.894 161.231
51 287 0.15668 135.116
50 299 342.932 188.365
51 299 304.875 188.586
50 336 149.463 228.71
51 336 60.1501 225.714
50 359 573.644 137.173
51 359 487.364 158.328
50 374 324.434 171.81
51 374 285.271 170.659
50 382 528.586 195.87
51 382 457.641 203.504
50 414 236.638 148.464
51 414 185.409 136.79
50 429 334.544 181.456
51 429 296.142 181.153
50 444 324.543 109.268
51 444 284.637 107.023
50 446 432.297 19.3871
51 446 382.83 39.6648
50 452 387.997 120.089
51 452 345.84 126.135
50 468 392.35 101.799
51 468 349.75 109.362
50 470 564.329 237.934
51 470 481.452 238.346
50 475 598.698 223.861
51 475 502.739 227.456
50 481 234.404 204.865
51 481 180.518 200.231
50 482 262.481 160.651
51 482 213.628 153.154
50 484 423.254 175.059
51 484 377.666 180.57
50 492 527.521 160.371
51 492 457.115 174.09
50 508 537.919 161.481
51 508 463.989 175.613
50 529 628.618 186.477
51 529 520.407 199.442
50 540 238.017 135.714
51 540 185.878 122.537
50 560 442.977 199.925
51 560 394.387 204.053
50 565 419.269 238.632
51 565 374.84 238.743
50 566 352.955 237.295
51 566 314.815 237.336
50 584 315.423 213.597
51 584 277.144 212.896
50 597 494.772 171.835
51 597 434.145 181.844
50 620 333.354 115.326
51 620 294.638 114.494
50 638 403.509 205.895
51 638 361.454 208.166
50 639 569.182 205.857
51 639 483.48 212.757
50 651 460.62 154.546
51 651 408.173 164.658
50 665 374.651 208.127
51 665 335.352 209.334
50 673 254.692 236.149
51 673 206.676 235.751
50 731 427.712 204.229
51 731 379.244 207.371
50 743 299.311 197.657
51 743 258.097 195.682
50 745 360.853 170.683
51 745 322.118 172.307
50 763 400.046 156.496
51 763 357.971 161.757
50 775 290.899 168.466
51 775 250.517 164.466
50 791 301.427 129.656
51 791 260.092 124.772
50 801 276.343 188.349
51 801 233.603 184.507
50 818 334.03 200.943
51 818 296.385 200.735
50 819 571.299 199.517
51 819 485.87 207.779
50 855 359.389 158.084
51 855 320.792 159.879
50 903 565.716 138.482
51 903 480.56 158.715
50 918 506.677 219.73
51 918 441.478 222.886
50 931 433.047 172.782
51 931 386.215 179.104
50 936 624.391 131.522
51 936 517.985 157.508
50 943 262.609 231.443
51 943 217.634 230.654
50 949 171.073 231.441
51 949 93.0052 229.483
50 961 417.775 149.517
51 961 373.434 156.753
50 965 616.45 157.248
51 965 513.452 176.653
51 5 545.283 188.128
52 5 469.069 197.75
51 6 601.754 173.878
52 6 503.704 188.713
51 23 451.487 170.617
52 23 401.271 178.288
51 26 413.739 168.089
52 26 369.919 173.564
51 35 413.894 151.095
52 35 366.582 157.713
51 38 513.161 113.772
52 38 446.105 134.064
51 48 399.353 162.048
52 48 357.845 166.928
51 56 329.315 139.268
52 56 288.721 138.039
51 69 256.513 179.086
52 69 208.051 172.905
51 78 605.017 208.501
52 78 506.703 215.652
51 107 226.607 195.616
52 107 173.034 189.338
51 116 481.258 229.603
52 116 423.794 231.014
51 118 345.931 168.662
52 118 307.043 169.17
51 137 162.723 188.189
52 137 81.0929 175.637
51 138 461.327 230.329
52 138 408.312 231.478
51 182 282.661 230.923
52 182 240.771 230.32
51 184 606.585 203.782
52 184 507.315 212.036
51 246 188.089 206.449
52 246 119.122 199.726
51 256 250.727 209.555
52 256 202.391 206.254
51 261 230.111 120.532
52 261 173.127 103.92
51 299 304.875 188.586
52 299 265.468 186.571
51 327 617.347 164.804
52 327 511.867 182.404
51 364 598.378 209.6
52 364 502.666 216.367
51 374 285.271 170.659
52 374 242.801 166.243
51 382 457.641 203.504
52 382 406.018 207.732
51 414 185.409 136.79
52 414 115.455 115.68
51 429 296.142 181.153
52 429 255.556 178.215
51 444 284.637 107.023
52 444 241.267 98.3883
51 446 382.83 39.6648
52 446 340.232 48.6303
51 452 345.84 126.135
52 452 306.175 126.886
51 468 349.75 109.362
52 468 310.036 110.779
51 475 502.739 227.456
52 475 439.886 229.377
51 481 180.518 200.231
52 481 105.721 191.721
51 482 213.628 153.154
52 482 150.663 138.954
51 484 377.666 180.57
52 484 337.787 182.993
51 508 463.989 175.613
52 508 410.978 183.424
51 540 185.878 122.537
52 540 114.536 98.486
51 560 394.387 204.053
52 560 353.45 206.129
51 565 374.84 238.743
52 565 335.688 238.791
51 566 314.815 237.336
52 566 276.218 237.263
51 568 574.24 214.189
52 568 487.909 219.512
51 584 277.144 212.896
52 584 234.9 210.914
51 620 294.638 114.494
52 620 253.569 107.974
51 638 361.454 208.166
52 638 323.229 208.941
51 639 483.48 212.757
52 639 424.928 216.495
51 651 408.173 164.658
52 651 365.381 170.007
51 664 599.472 182.464
52 664 502.063 195.279
51 665 335.352 209.334
52 665 297.423 209.211
51 673 206.676 235.751
52 673 144.099 235.019
51 695 563.901 212.464
52 695 481.18 217.94
51 707 231.548 212.239
52 707 179.392 208.507
51 731 379.244 207.371
52 731 337.14 208.716
51 743 258.097 195.682
52 743 210.448 191.292
51 745 322.118 172.307
52 745 283.575 171.012
51 763 357.971 161.757
52 763 319.439 163.355
51 775 250.517 164.466
52 775 203.134 156.297
51 776 607.938 150.195
52 776 508.45 170.756
51 791 260.092 124.772
52 791 212.502 113.638
51 801 233.603 184.507
52 801 181.417 177.19
51 818 296.385 200.735
52 818 256.643 198.804
51 821 564.805 188.072
52 821 480.887 198.411
51 855 320.792 159.879
52 855 282.269 158.228
51 903 480.56 158.715
52 903 422.109 169.645
51 918 441.478 222.886
52 918 392.345 224.618
51 931 386.215 179.104
52 931 346.017 182.124
51 935 518.522 157.746
52 935 442.785 171.017
51 943 217.634 230.654
52 943 160.673 229.208
51 961 373.434 156.753
52 961 334.241 159.803
52 5 469.069 197.75
53 5 439.577 199.664
52 6 503.704 188.713
53 6 472.94 190.672
52 14 594.501 198.237
53 14 543.714 202.541
52 23 401.271 178.288
53 23 377.743 178.569
52 26 369.919 173.564
53 26 347.42 171.706
52 35 366.582 157.713
53 35 344.559 145.386
52 38 446.105 134.064
53 38 421.793 134.098
52 48 357.845 166.928
53 48 335.28 165.091
52 56 288.721 138.039
53 56 254.992 120.081
52 69 208.051 172.905
53 69 151.93 156.582
52 78 506.703 215.652
53 78 471.344 217.344
52 107 173.034 189.338
53 107 120.977 180.203
52 109 581.954 229.638
53 109 531.579 230.759
52 116 423.794 231.014
53 116 399.404 231.099
52 118 307.043 169.17
53 118 280.204 162.065
52 119 527.411 206.276
53 119 492.34 208.175
52 123 527.12 160.294
53 123 488.618 166.489
52 138 408.312 231.478
53 138 385.282 231.388
52 182 240.771 230.32
53 182 204.75 229.02
52 184 507.315 212.036
53 184 473.115 213.74
52 187 245.456 167.21
53 187 212.554 159.088
52 198 629.764 233.504
53 198 578.547 234.077
52 200 534.139 183.93
53 200 494.154 188.556
52 246 119.122 199.726
53 246 34.4371 188.369
52 256 202.391 206.254
53 256 152.744 199.703
52 261 173.127 103.92
53 261 86.2519 53.8126
52 299 265.468 186.571
53 299 234.513 180.708
52 301 594.379 209.704
53 301 543.199 212.881
52 327 511.867 182.404
53 327 484.631 183.029
52 364 502.666 216.367
53 364 468.185 217.92
52 374 242.801 166.243
53 374 203.329 154.024
52 382 406.018 207.732
53 382 382.346 207.898
52 387 634.883 195.702
53 387 570.44 201.719
52 414 115.455 115.68
53 414 30.8877 81.1637
52 425 535.313 239.956
53 425 495.568 239.959
52 429 255.556 178.215
53 429 221.448 170.08
52 444 241.267 98.3883
53 444 197.739 70.3445
52 446 340.232 48.6303
53 446 315.236 23.0122
52 452 306.175 126.886
53 452 277.736 112.39
52 463 605.335 59.6645
53 463 559.473 73.518
52 468 310.036 110.779
53 468 282.218 94.7644
52 482 150.663 138.954
53 482 42.6644 95.1745
52 484 337.787 182.993
53 484 314.356 179.699
52 508 410.978 183.424
53 508 386.975 183.955
52 532 577.829 157.303
53 532 537.006 162.716
52 540 114.536 98.486
53 540 12.5042 49.1498
52 560 353.45 206.129
53 560 330.836 205.158
52 565 335.688 238.791
53 565 312.558 238.739
52 566 276.218 237.263
53 566 247.36 237.0
52 584 234.9 210.914
53 584 199.475 207.298
52 602 243.482 184.674
53 602 210.343 178.471
52 617 605.552 161.604
53 617 549.731 170.899
52 620 253.569 107.974
53 620 217.82 88.8266
52 638 323.229 208.941
53 638 299.584 207.396
52 639 424.928 216.495
53 639 401.411 216.369
52 651 365.381 170.007
53 651 342.841 168.327
52 661 573.451 174.113
53 661 525.936 180.677
52 664 502.063 195.279
53 664 472.612 196.589
52 665 297.423 209.211
53 665 271.279 206.819
52 673 144.099 235.019
53 673 61.4755 233.514
52 695 481.18 217.94
53 695 450.127 219.086
52 707 179.392 208.507
53 707 129.173 202.977
52 731 337.14 208.716
53 731 311.902 204.655
52 743 210.448 191.292
53 743 158.119 180.512
52 745 283.575 171.012
53 745 254.993 164.158
52 752 600.907 166.598
53 752 546.92 174.924
52 763 319.439 163.355
53 763 294.95 158.196
52 775 203.134 156.297
53 775 159.445 143.179
52 791 212.502 113.638
53 791 158.847 84.186
52 794 540.628 212.776
53 794 499.786 215.053
52 797 532.455 192.5
53 797 493.913 196.056
52 801 181.417 177.19
53 801 127.855 164.869
52 818 256.643 198.804
53 818 225.634 194.566
52 821 480.887 198.411
53 821 452.775 199.524
52 841 531.885 181.608
53 841 492.436 186.317
52 855 282.269 158.228
53 855 253.691 150.213
52 903 422.109 169.645
53 903 399.914 167.728
52 918 392.345 224.618
53 918 370.051 224.159
52 931 346.017 182.124
53 931 323.204 179.942
52 935 442.785 171.017
53 935 440.436 151.851
52 942 556.571 222.65
53 942 512.738 224.225
52 943 160.673 229.208
53 943 100.328 226.914
52 961 334.241 159.803
53 961 310.925 155.873
53 5 439.577 199.664
54 5 442.555 198.096
53 6 472.94 190.672
54 6 481.962 187.199
53 14 543.714 202.541
54 14 552.53 200.78
53 23 377.743 178.569
54 23 378.446 176.042
53 26 347.42 171.706
54 26 347.258 167.863
53 35 344.559 145.386
54 35 347.697 125.317
53 38 421.793 134.098
54 38 427.9 125.914
53 48 335.28 165.091
54 48 334.284 161.752
53 56 254.992 120.081
54 56 242.016 99.7648
53 69 151.93 156.582
54 69 120.863 142.137
53 78 471.344 217.344
54 78 474.853 216.57
53 102 247.645 177.009
54 102 242.631 174.1
53 107 120.977 180.203
54 107 105.629 176.107
53 109 531.579 230.759
54 109 536.895 230.454
53 116 399.404 231.099
54 116 401.736 230.647
53 118 280.204 162.065
54 118 274.773 154.92
53 119 492.34 208.175
54 119 501.55 206.154
53 123 488.618 166.489
54 123 493.179 163.772
53 138 385.282 231.388
54 138 387.69 230.843
53 165 606.566 195.571
54 165 616.635 193.748
53 182 204.75 229.02
54 182 194.257 228.186
53 184 473.115 213.74
54 184 478.279 212.565
53 187 212.554 159.088
54 187 204.906 154.603
53 198 578.547 234.077
54 198 599.821 233.549
53 200 494.154 188.556
54 200 498.673 186.728
53 220 231.179 200.011
54 220 225.271 198.105
53 256 152.744 199.703
54 256 132.706 195.312
53 296 601.011 128.969
54 296 617.09 121.928
53 299 234.513 180.708
54 299 226.887 176.616
53 301 543.199 212.881
54 301 551.471 211.67
53 303 595.418 218.9
54 303 602.019 218.267
53 327 484.631 183.029
54 327 501.264 176.633
53 364 468.185 217.92
54 364 471.874 217.122
53 374 203.329 154.024
54 374 188.324 144.312
53 382 382.346 207.898
54 382 383.39 206.496
53 387 570.44 201.719
54 387 576.158 200.591
53 398 591.883 220.95
54 398 607.735 219.717
53 425 495.568 239.959
54 425 500.707 239.958
53 429 221.448 170.08
54 429 211.288 164.122
53 444 197.739 70.3445
54 444 177.432 44.8204
53 452 277.736 112.39
54 452 270.619 96.5138
53 463 559.473 73.518
54 463 578.922 58.7464
53 468 282.218 94.7644
54 468 275.73 76.9582
53 484 314.356 179.699
54 484 312.253 175.678
53 491 591.28 207.129
54 491 598.311 206.075
53 508 386.975 183.955
54 508 388.125 181.592
53 532 537.006 162.716
54 532 553.774 156.106
53 560 330.836 205.158
54 560 329.65 203.576
53 565 312.558 238.739
54 565 310.507 238.677
53 566 247.36 237.0
54 566 241.117 236.813
53 584 199.475 207.298
54 584 190.471 205.317
53 602 210.343 178.471
54 602 202.681 175.12
53 617 549.731 170.899
54 617 555.9 168.541
53 620 217.82 88.8266
54 620 205.95 73.9184
53 638 299.584 207.396
54 638 296.942 205.859
53 639 401.411 216.369
54 639 405.292 214.737
53 651 342.841 168.327
54 651 342.264 164.845
53 661 525.936 180.677
54 661 532.193 178.391
53 664 472.612 196.589
54 664 483.143 193.089
53 665 271.279 206.819
54 665 266.718 204.874
53 673 61.4755 233.514
54 673 13.9042 232.37
53 695 450.127 219.086
54 695 453.508 218.274
53 707 129.173 202.977
54 707 114.295 200.424
53 731 311.902 204.655
54 731 308.716 199.185
53 743 158.119 180.512
54 743 132.186 171.683
53 745 254.993 164.158
54 745 248.589 158.711
53 752 546.92 174.924
54 752 553.818 172.465
53 763 294.95 158.196
54 763 291.636 152.985
53 775 159.445 143.179
54 775 146.637 136.492
53 777 616.737 189.247
54 777 632.155 186.314
53 791 158.847 84.186
54 791 130.31 58.4742
53 794 499.786 215.053
54 794 504.966 214.102
53 797 493.913 196.056
54 797 499.832 194.135
53 801 127.855 164.869
54 801 108.337 157.93
53 818 225.634 194.566
54 818 218.768 192.076
53 821 452.775 199.524
54 821 460.196 196.73
53 841 492.436 186.317
54 841 497.038 184.365
53 843 602.631 155.135
54 843 613.542 151.349
53 855 253.691 150.213
54 855 247.365 143.987
53 903 399.914 167.728
54 903 405.619 160.943
53 918 370.051 224.159
54 918 372.042 222.975
53 931 323.204 179.942
54 931 321.676 176.928
53 935 440.436 151.851
54 935 506.912 101.046
53 942 512.738 224.225
54 942 518.615 223.607
53 943 100.328 226.914
54 943 78.5026 225.719
53 961 310.925 155.873
54 961 308.735 151.31
53 967 616.815 198.652
54 967 623.457 197.496
54 5 442.555 198.096
55 5 445.85 196.396
54 6 481.962 187.199
55 6 492.487 183.193
54 14 552.53 200.78
55 14 562.317 198.842
54 23 378.446 176.042
55 23 379.283 173.292
54 26 347.258 167.863
55 26 347.173 163.555
54 35 347.697 125.317
55 35 352.954 94.4161
54 38 427.9 125.914
55 38 435.174 116.344
54 48 334.284 161.752
55 48 333.271 158.093
54 56 242.016 99.7648
55 56 224.052 71.1352
54 69 120.863 142.137
55 69 77.0756 121.623
54 78 474.853 216.57
55 78 478.68 215.738
54 102 242.631 174.1
55 102 237.2 170.904
54 107 105.629 176.107
55 107 88.116 171.402
54 109 536.895 230.454
55 109 542.647 230.128
54 116 401.736 230.647
55 116 404.409 230.146
54 118 274.773 154.92
55 118 268.398 146.321
54 119 501.55 206.154
55 119 512.136 203.856
54 123 493.179 163.772
55 123 498.168 160.839
54 138 387.69 230.843
55 138 390.537 230.223
54 165 616.635 193.748
55 165 627.662 191.765
54 182 194.257 228.186
55 182 182.155 227.213
54 184 478.279 212.565
55 184 484.017 211.277
54 187 204.906 154.603
55 187 196.441 149.583
54 198 599.821 233.549
55 198 625.455 232.916
54 200 498.673 186.728
55 200 503.601 184.761
54 220 225.271 198.105
55 220 218.84 196.005
54 256 132.706 195.312
55 256 107.934 189.841
54 296 617.09 121.928
55 296 635.487 113.92
54 299 226.887 176.616
55 299 218.237 171.91
54 301 551.471 211.67
55 301 560.613 210.344
54 303 602.019 218.267
55 303 609.103 217.593
54 327 501.264 176.633
55 327 522.328 168.611
54 364 471.874 217.122
55 364 475.912 216.262
54 374 188.324 144.312
55 374 169.677 132.112
54 382 383.39 206.496
55 382 384.609 204.962
54 387 576.158 200.591
55 387 582.294 199.392
54 398 607.735 219.717
55 398 625.923 218.311
54 425 500.707 239.958
55 425 506.341 239.956
54 429 211.288 164.122
55 429 199.369 157.046
54 444 177.432 44.8204
55 444 150.187 10.2239
54 452 270.619 96.5138
55 452 261.694 76.1044
54 463 578.922 58.7464
55 463 602.345 41.0749
54 468 275.73 76.9582
55 468 267.642 54.1518
54 470 400.39 238.552
55 470 401.76 238.497
54 475 415.143 229.329
55 475 417.106 228.921
54 484 312.253 175.678
55 484 309.96 171.075
54 491 598.311 206.075
55 491 605.886 204.948
54 492 382.567 180.137
55 492 383.351 177.791
54 508 388.125 181.592
55 508 389.452 179.014
54 532 553.774 156.106
55 532 573.855 148.251
54 560 329.65 203.576
55 560 328.427 201.839
54 565 310.507 238.677
55 565 308.325 238.608
54 566 241.117 236.813
55 566 234.139 236.601
54 584 190.471 205.317
55 584 180.393 203.077
54 602 202.681 175.12
55 602 194.215 171.376
54 615 196.373 187.826
55 615 188.665 185.28
54 617 555.9 168.541
55 617 562.584 166.01
54 620 205.95 73.9184
55 620 191.639 55.7266
54 638 296.942 205.859
55 638 294.114 204.167
54 639 405.292 214.737
55 639 409.875 212.861
54 651 342.264 164.845
55 651 341.711 160.999
54 661 532.193 178.391
55 661 539.036 175.916
54 664 483.143 193.089
55 664 495.677 188.97
54 665 266.718 204.874
55 665 261.681 202.683
54 695 453.508 218.274
55 695 457.239 217.394
54 707 114.295 200.424
55 707 97.3066 197.488
54 722 306.872 168.099
55 722 304.638 165.009
54 731 308.716 199.185
55 731 304.648 191.705
54 741 202.746 220.293
55 741 195.232 219.312
54 743 132.186 171.683
55 743 97.4558 159.764
54 745 248.589 158.711
55 745 241.308 152.411
54 752 553.818 172.465
55 752 561.342 169.806
54 763 291.636 152.985
55 763 287.975 147.056
54 775 146.637 136.492
55 775 132.027 128.803
54 776 476.263 173.477
55 776 480.08 171.143
54 791 130.31 58.4742
55 791 90.7712 22.5675
54 794 504.966 214.102
55 794 510.636 213.073
54 797 499.832 194.135
55 797 506.381 192.033
54 801 108.337 157.93
55 801 84.9796 149.568
54 805 593.379 179.485
55 805 599.332 177.801
54 818 218.768 192.076
55 818 211.187 189.291
54 819 403.529 211.962
55 819 405.03 210.899
54 821 460.196 196.73
55 821 468.851 193.517
54 841 497.038 184.365
55 841 502.064 182.26
54 843 613.542 151.349
55 843 625.576 147.2
54 855 247.365 143.987
55 855 240.205 136.823
54 880 541.892 202.774
55 880 547.067 201.627
54 903 405.619 160.943
55 903 412.679 152.742
54 918 372.042 222.975
55 918 374.487 221.598
54 931 321.676 176.928
55 931 320.069 173.59
54 942 518.615 223.607
55 942 525.054 222.936
54 943 78.5026 225.719
55 943 52.4193 224.282
54 961 308.735 151.31
55 961 306.383 146.214
54 967 623.457 197.496
55 967 630.556 196.269
55 5 445.85 196.396
56 5 449.499 194.55
55 6 492.487 183.193
56 6 504.886 178.524
55 14 562.317 198.842
56 14 573.225 196.699
55 23 379.283 173.292
56 23 380.27 170.29
55 26 347.173 163.555
56 26 347.18 158.692
55 35 352.954 94.4161
56 35 362.674 40.6944
55 38 435.174 116.344
56 38 443.936 105.01
55 48 333.271 158.093
56 48 332.236 154.067
55 56 224.052 71.1352
56 56 197.261 27.7923
55 69 77.0756 121.623
56 69 10.4424 90.2097
55 78 478.68 215.738
56 78 482.86 214.844
55 102 237.2 170.904
56 102 231.287 167.375
55 107 88.116 171.402
56 107 67.921 165.942
55 109 542.647 230.128
56 109 548.881 229.777
55 116 404.409 230.146
56 116 407.482 229.588
55 118 268.398 146.321
56 118 260.76 135.779
55 119 512.136 203.856
56 119 524.397 201.219
55 123 498.168 160.839
56 123 503.633 157.665
55 138 390.537 230.223
56 138 393.917 229.513
55 165 627.662 191.765
56 165 639.775 189.599
55 175 576.886 186.466
56 175 582.707 184.907
55 182 182.155 227.213
56 182 168.008 226.065
55 184 484.017 211.277
56 184 490.412 209.859
55 187 196.441 149.583
56 187 187.006 143.928
55 200 503.601 184.761
56 200 508.981 182.638
55 220 218.84 196.005
56 220 211.804 193.678
55 256 107.934 189.841
56 256 76.4453 182.838
55 277 407.947 184.208
56 277 409.595 182.106
55 299 218.237 171.91
56 299 208.315 166.443
55 301 560.613 210.344
56 301 570.753 208.884
55 303 609.103 217.593
56 303 616.716 216.874
55 323 274.699 203.247
56 323 270.963 201.574
55 327 522.328 168.611
56 327 549.75 158.255
55 359 406.011 166.501
56 359 407.687 163.643
55 364 475.912 216.262
56 364 480.341 215.332
55 374 169.677 132.112
56 374 145.794 116.336
55 382 384.609 204.962
56 382 386.025 203.278
55 387 582.294 199.392
56 387 588.888 198.113
55 425 506.341 239.956
56 425 512.532 239.954
55 429 199.369 157.046
56 429 185.148 148.506
55 452 261.694 76.1044
56 452 250.064 48.9066
55 463 602.345 41.0749
56 463 631.028 19.5645
55 468 267.642 54.1518
56 468 257.173 23.9055
55 470 401.76 238.497
56 470 403.305 238.438
55 475 417.106 228.921
56 475 419.295 228.481
55 484 309.96 171.075
56 484 307.435 165.757
55 491 605.886 204.948
56 491 614.061 203.74
55 492 383.351 177.791
56 492 384.269 175.249
55 508 389.452 179.014
56 508 390.98 176.193
55 532 573.855 148.251
56 532 598.273 138.762
55 560 328.427 201.839
56 560 327.16 199.925
55 565 308.325 238.608
56 565 305.989 238.532
55 566 234.139 236.601
56 566 226.269 236.358
55 568 461.249 219.427
56 568 464.625 218.693
55 584 180.393 203.077
56 584 169.018 200.524
55 602 194.215 171.376
56 602 184.796 167.168
55 615 188.665 185.28
56 615 180.236 182.469
55 617 562.584 166.01
56 617 569.836 163.287
55 620 191.639 55.7266
56 620 173.987 33.0397
55 638 294.114 204.167
56 638 291.071 202.295
55 639 409.875 212.861
56 639 415.327 210.681
55 644 571.584 185.213
56 644 577.432 183.578
55 651 341.711 160.999
56 651 341.185 156.731
55 659 194.878 213.112
56 659 186.97 211.773
55 661 539.036 175.916
56 661 546.536 173.229
55 664 495.677 188.97
56 664 510.794 184.053
55 665 261.681 202.683
56 665 256.073 200.196
55 695 457.239 217.394
56 695 461.362 216.438
55 707 97.3066 197.488
56 707 77.7003 194.078
55 722 304.638 165.009
56 722 302.271 161.636
55 731 304.648 191.705
56 731 299.104 180.861
55 741 195.232 219.312
56 741 187.002 218.226
55 743 97.4558 159.764
56 743 48.3486 142.797
55 745 241.308 152.411
56 745 232.927 145.044
55 752 561.342 169.806
56 752 569.568 166.923
55 763 287.975 147.056
56 763 283.89 140.251
55 775 132.027 128.803
56 775 115.18 119.868
55 776 480.08 171.143
56 776 484.245 168.633
55 794 510.636 213.073
56 794 516.858 211.957
55 797 506.381 192.033
56 797 513.652 189.724
55 801 84.9796 149.568
56 801 56.4766 139.3
55 805 599.332 177.801
56 805 605.693 176.014
55 818 211.187 189.291
56 818 202.758 186.158
55 819 405.03 210.899
56 819 406.717 209.75
55 821 468.851 193.517
56 821 479.035 189.784
55 841 502.064 182.26
56 841 507.562 179.984
55 843 625.576 147.2
56 843 638.896 142.636
55 855 240.205 136.823
56 855 232.009 128.493
55 876 526.694 170.845
56 876 531.468 168.693
55 880 547.067 201.627
56 880 552.64 200.404
55 883 564.181 224.429
56 883 569.832 223.963
55 903 412.679 152.742
56 903 421.565 142.634
55 918 374.487 221.598
56 918 377.506 219.976
55 931 320.069 173.59
56 931 318.371 169.872
55 942 525.054 222.936
56 942 532.128 222.207
55 943 52.4193 224.282
56 943 20.6485 222.523
55 961 306.383 146.214
56 961 303.839 140.488
55 967 630.556 196.269
56 967 638.149 194.965
56 5 449.499 194.55
57 5 453.553 192.536
56 6 504.886 178.524
57 6 519.665 173.012
56 14 573.225 196.699
57 14 585.44 194.316
56 23 380.27 170.29
57 23 381.43 166.998
56 26 347.18 158.692
57 26 347.296 153.161
56 38 443.936 105.01
57 38 454.636 91.3748
56 48 332.236 154.067
57 48 331.176 149.618
56 66 286.591 177.662
57 66 283.445 174.912
56 78 482.86 214.844
57 78 487.435 213.879
56 102 231.287 167.375
57 102 224.815 163.46
56 107 67.921 165.942
57 107 44.3446 159.531
56 109 548.881 229.777
57 109 555.652 229.4
56 116 407.482 229.588
57 116 411.025 228.962
56 118 260.76 135.779
57 118 251.378 122.552
56 119 524.397 201.219
57 119 538.731 198.163
56 123 503.633 157.665
57 123 509.637 154.218
56 138 393.917 229.513
57 138 397.958 228.69
56 175 582.707 184.907
57 175 588.946 183.251
56 182 168.008 226.065
57 182 151.211 224.69
56 184 490.412 209.859
57 184 497.567 208.292
56 187 187.006 143.928
57 187 176.404 137.51
56 200 508.981 182.638
57 200 514.872 180.34
56 220 211.804 193.678
57 220 204.06 191.088
56 242 369.94 169.906
57 242 370.255 167.124
56 256 76.4453 182.838
57 256 34.9632 173.555
56 277 409.595 182.106
57 277 411.442 179.833
56 299 208.315 166.443
57 299 196.786 160.013
56 301 570.753 208.884
57 301 582.046 207.27
56 303 616.716 216.874
57 303 624.912 216.105
56 323 270.963 201.574
57 323 266.942 199.739
56 327 549.75 158.255
57 327 586.771 144.375
56 359 407.687 163.643
57 359 409.57 160.547
56 364 480.341 215.332
57 364 485.208 214.325
56 374 145.794 116.336
